kW;día;hora;temperatura;año;mes;estacion;tipo_dia
26,928;1;3;14,1;2019;5;otoño;no habil
25,824;1;4;14,1;2019;5;otoño;no habil
25,008;1;5;14,05;2019;5;otoño;no habil
25,776;1;6;13,65;2019;5;otoño;no habil
26,256;1;7;12,1;2019;5;otoño;no habil
17,04;1;8;11,6;2019;5;otoño;no habil
18,624;1;9;10,05;2019;5;otoño;no habil
22,272;1;10;11,9;2019;5;otoño;no habil
23,904;1;11;14,35;2019;5;otoño;no habil
29,808;1;12;16,8;2019;5;otoño;no habil
26,304;1;13;18,2;2019;5;otoño;no habil
22,464;1;14;20,1;2019;5;otoño;no habil
21,408;1;15;21,55;2019;5;otoño;no habil
23,088;1;16;22,3;2019;5;otoño;no habil
23,52;1;17;22,6;2019;5;otoño;no habil
23,664;1;18;22,3;2019;5;otoño;no habil
38,592;1;19;21,05;2019;5;otoño;no habil
40,752;1;20;19,65;2019;5;otoño;no habil
42,72;1;21;18,45;2019;5;otoño;no habil
43,2;1;22;17,8;2019;5;otoño;no habil
40,176;1;23;17,35;2019;5;otoño;no habil
37,44;2;0;17,05;2019;5;otoño;habil
30,144;2;1;16,3;2019;5;otoño;habil
27,696;2;2;15,6;2019;5;otoño;habil
26,448;2;3;16,1;2019;5;otoño;habil
26,064;2;4;15,85;2019;5;otoño;habil
26,544;2;5;13,9;2019;5;otoño;habil
33,456;2;6;11,8;2019;5;otoño;habil
30,72;2;7;11,6;2019;5;otoño;habil
20,928;2;8;11,7;2019;5;otoño;habil
22,944;2;9;12,45;2019;5;otoño;habil
24,72;2;10;12,95;2019;5;otoño;habil
24,432;2;11;13,55;2019;5;otoño;habil
24,288;2;12;14,75;2019;5;otoño;habil
22,176;2;13;16,5;2019;5;otoño;habil
22,08;2;14;18,5;2019;5;otoño;habil
22,512;2;15;19,25;2019;5;otoño;habil
22,032;2;16;19,75;2019;5;otoño;habil
22,56;2;17;20,25;2019;5;otoño;habil
26,976;2;18;20,2;2019;5;otoño;habil
35,856;2;19;19,55;2019;5;otoño;habil
;2;20;18,6;2019;5;otoño;habil
41,088;2;21;17,8;2019;5;otoño;habil
39,264;2;22;17,6;2019;5;otoño;habil
;2;23;16,9;2019;5;otoño;habil
38,064;3;0;16,7;2019;5;otoño;habil
31,632;3;1;15,95;2019;5;otoño;habil
28,512;3;2;15,65;2019;5;otoño;habil
27,312;3;3;15,35;2019;5;otoño;habil
;3;4;14,3;2019;5;otoño;habil
27,36;3;5;14,25;2019;5;otoño;habil
31,536;3;6;14,1;2019;5;otoño;habil
33,216;3;7;13,15;2019;5;otoño;habil
28,464;3;8;13,45;2019;5;otoño;habil
23,088;3;9;13,9;2019;5;otoño;habil
23,664;3;10;15,2;2019;5;otoño;habil
24,624;3;11;16,3;2019;5;otoño;habil
25,248;3;12;16,85;2019;5;otoño;habil
24,864;3;13;17,5;2019;5;otoño;habil
;3;14;18,75;2019;5;otoño;habil
20,304;3;15;19,6;2019;5;otoño;habil
20,304;3;16;20,05;2019;5;otoño;habil
19,68;3;17;20,35;2019;5;otoño;habil
24,336;3;18;20,3;2019;5;otoño;habil
36,912;3;19;19,8;2019;5;otoño;habil
38,736;3;20;19,2;2019;5;otoño;habil
37,104;3;21;18,5;2019;5;otoño;habil
40,464;3;22;17,5;2019;5;otoño;habil
40,416;3;23;17,05;2019;5;otoño;habil
36,96;4;0;16,7;2019;5;otoño;no habil
34,416;4;1;17,2;2019;5;otoño;no habil
28,8;4;2;16,6;2019;5;otoño;no habil
27,744;4;3;16,65;2019;5;otoño;no habil
;4;4;16,8;2019;5;otoño;no habil
26,4;4;5;16,85;2019;5;otoño;no habil
28,128;4;6;16,8;2019;5;otoño;no habil
;4;7;16,4;2019;5;otoño;no habil
22,224;4;8;16,1;2019;5;otoño;no habil
22,608;4;9;16,65;2019;5;otoño;no habil
24,528;4;10;17,35;2019;5;otoño;no habil
25,536;4;11;18,9;2019;5;otoño;no habil
23,376;4;12;20,25;2019;5;otoño;no habil
27,792;4;13;21,1;2019;5;otoño;no habil
25,968;4;14;21,85;2019;5;otoño;no habil
27,552;4;15;21,95;2019;5;otoño;no habil
28,608;4;16;21,6;2019;5;otoño;no habil
25,488;4;17;21,25;2019;5;otoño;no habil
28,608;4;18;20,8;2019;5;otoño;no habil
41,808;4;19;20,1;2019;5;otoño;no habil
42;4;20;19,4;2019;5;otoño;no habil
;4;21;18,6;2019;5;otoño;no habil
;4;22;18,1;2019;5;otoño;no habil
39,312;4;23;17,7;2019;5;otoño;no habil
36,912;5;0;17,2;2019;5;otoño;no habil
32,784;5;1;16,95;2019;5;otoño;no habil
30;5;2;16,7;2019;5;otoño;no habil
28,416;5;3;16,65;2019;5;otoño;no habil
27,888;5;4;17,2;2019;5;otoño;no habil
27,456;5;5;17,4;2019;5;otoño;no habil
27,072;5;6;17,25;2019;5;otoño;no habil
27,504;5;7;16,6;2019;5;otoño;no habil
17,808;5;8;16,05;2019;5;otoño;no habil
;5;9;16,6;2019;5;otoño;no habil
26,448;5;10;17,45;2019;5;otoño;no habil
30;5;11;17;2019;5;otoño;no habil
28,56;5;12;17,75;2019;5;otoño;no habil
28,464;5;13;17,85;2019;5;otoño;no habil
27,888;5;14;18,55;2019;5;otoño;no habil
25,488;5;15;18,6;2019;5;otoño;no habil
25,104;5;16;18,45;2019;5;otoño;no habil
22,368;5;17;17,65;2019;5;otoño;no habil
33,84;5;18;16,35;2019;5;otoño;no habil
41,472;5;19;15,55;2019;5;otoño;no habil
42,528;5;20;15,15;2019;5;otoño;no habil
43,968;5;21;14,9;2019;5;otoño;no habil
45,168;5;22;14,7;2019;5;otoño;no habil
40,176;5;23;14,85;2019;5;otoño;no habil
36,672;6;0;14,85;2019;5;otoño;habil
36;6;1;14,65;2019;5;otoño;habil
29,616;6;2;14,75;2019;5;otoño;habil
26,736;6;3;14,55;2019;5;otoño;habil
26,352;6;4;14,45;2019;5;otoño;habil
;6;5;14,8;2019;5;otoño;habil
30,576;6;6;14,85;2019;5;otoño;habil
31,92;6;7;14,85;2019;5;otoño;habil
28,464;6;8;15;2019;5;otoño;habil
22,176;6;9;15,1;2019;5;otoño;habil
22,512;6;10;15,75;2019;5;otoño;habil
24,96;6;11;16,65;2019;5;otoño;habil
22,608;6;12;17,35;2019;5;otoño;habil
25,488;6;13;17,55;2019;5;otoño;habil
23,232;6;14;17,9;2019;5;otoño;habil
21,264;6;15;18,05;2019;5;otoño;habil
;6;16;18,5;2019;5;otoño;habil
20,496;6;17;18,7;2019;5;otoño;habil
31,632;6;18;18,75;2019;5;otoño;habil
;6;19;18,5;2019;5;otoño;habil
38,208;6;20;18,35;2019;5;otoño;habil
40,224;6;21;18,15;2019;5;otoño;habil
47,136;6;22;17,75;2019;5;otoño;habil
45,984;6;23;17,6;2019;5;otoño;habil
35,568;7;0;17,5;2019;5;otoño;habil
31,728;7;1;17,3;2019;5;otoño;habil
28,512;7;2;17,15;2019;5;otoño;habil
26,208;7;3;16,75;2019;5;otoño;habil
26,064;7;4;16,35;2019;5;otoño;habil
27,264;7;5;16,3;2019;5;otoño;habil
29,568;7;6;16,1;2019;5;otoño;habil
30,768;7;7;16,15;2019;5;otoño;habil
28,416;7;8;16,2;2019;5;otoño;habil
22,56;7;9;16,1;2019;5;otoño;habil
22,704;7;10;16,45;2019;5;otoño;habil
22,416;7;11;17,5;2019;5;otoño;habil
21,12;7;12;18,75;2019;5;otoño;habil
21,36;7;13;19,8;2019;5;otoño;habil
19,344;7;14;20,85;2019;5;otoño;habil
19,872;7;15;21,85;2019;5;otoño;habil
20,976;7;16;22,35;2019;5;otoño;habil
25,392;7;17;22,5;2019;5;otoño;habil
25,152;7;18;22,5;2019;5;otoño;habil
39,024;7;19;21,6;2019;5;otoño;habil
40,8;7;20;20,6;2019;5;otoño;habil
41,952;7;21;19,4;2019;5;otoño;habil
40,704;7;22;18,6;2019;5;otoño;habil
41,664;7;23;18;2019;5;otoño;habil
38,016;8;0;17,25;2019;5;otoño;habil
;8;1;16,85;2019;5;otoño;habil
26,256;8;2;16,85;2019;5;otoño;habil
24,432;8;3;16,25;2019;5;otoño;habil
24,432;8;4;15,75;2019;5;otoño;habil
24,24;8;5;15,1;2019;5;otoño;habil
28,752;8;6;15,05;2019;5;otoño;habil
32,928;8;7;15,15;2019;5;otoño;habil
31,632;8;8;15,05;2019;5;otoño;habil
21,84;8;9;15,3;2019;5;otoño;habil
25,68;8;10;16;2019;5;otoño;habil
24,672;8;11;16,6;2019;5;otoño;habil
24,048;8;12;18,1;2019;5;otoño;habil
23,088;8;13;19,55;2019;5;otoño;habil
22,464;8;14;20,35;2019;5;otoño;habil
21,936;8;15;21;2019;5;otoño;habil
19,728;8;16;21,2;2019;5;otoño;habil
24,576;8;17;21,05;2019;5;otoño;habil
33,984;8;18;21,05;2019;5;otoño;habil
37,728;8;19;20,65;2019;5;otoño;habil
38,832;8;20;20,3;2019;5;otoño;habil
42,432;8;21;20,15;2019;5;otoño;habil
41,904;8;22;19,05;2019;5;otoño;habil
40,656;8;23;18,05;2019;5;otoño;habil
37,776;9;0;17,6;2019;5;otoño;habil
32,592;9;1;17;2019;5;otoño;habil
27,12;9;2;16,65;2019;5;otoño;habil
25,872;9;3;16,7;2019;5;otoño;habil
24,912;9;4;16,3;2019;5;otoño;habil
26,304;9;5;15,95;2019;5;otoño;habil
30,048;9;6;15,45;2019;5;otoño;habil
30,576;9;7;15,3;2019;5;otoño;habil
29,232;9;8;15,7;2019;5;otoño;habil
21,168;9;9;15,6;2019;5;otoño;habil
22,464;9;10;15,7;2019;5;otoño;habil
;9;11;16,6;2019;5;otoño;habil
23,856;9;12;18;2019;5;otoño;habil
22,944;9;13;19,2;2019;5;otoño;habil
22,944;9;14;20,2;2019;5;otoño;habil
22,704;9;15;20,3;2019;5;otoño;habil
22,464;9;16;20,6;2019;5;otoño;habil
26,304;9;17;20,85;2019;5;otoño;habil
27,984;9;18;19,95;2019;5;otoño;habil
40,56;9;19;18,35;2019;5;otoño;habil
40,464;9;20;17,05;2019;5;otoño;habil
43,392;9;21;16,7;2019;5;otoño;habil
42,384;9;22;16,1;2019;5;otoño;habil
41,712;9;23;15,55;2019;5;otoño;habil
41,136;10;0;14,6;2019;5;otoño;habil
;10;1;13,45;2019;5;otoño;habil
29,088;10;2;12,45;2019;5;otoño;habil
26,016;10;3;12,15;2019;5;otoño;habil
25,872;10;4;11,75;2019;5;otoño;habil
24,48;10;5;11,3;2019;5;otoño;habil
28,704;10;6;10,8;2019;5;otoño;habil
31,248;10;7;10,3;2019;5;otoño;habil
23,664;10;8;10;2019;5;otoño;habil
22,896;10;9;10,35;2019;5;otoño;habil
25,44;10;10;11,2;2019;5;otoño;habil
24,576;10;11;12,7;2019;5;otoño;habil
24,288;10;12;14,55;2019;5;otoño;habil
23,52;10;13;15,05;2019;5;otoño;habil
23,184;10;14;15,7;2019;5;otoño;habil
20,256;10;15;16,45;2019;5;otoño;habil
17,808;10;16;16,75;2019;5;otoño;habil
20,64;10;17;16,65;2019;5;otoño;habil
27,6;10;18;16,55;2019;5;otoño;habil
38,4;10;19;15,95;2019;5;otoño;habil
39,072;10;20;15,15;2019;5;otoño;habil
39,408;10;21;14,45;2019;5;otoño;habil
41,472;10;22;13,45;2019;5;otoño;habil
39,264;10;23;12,75;2019;5;otoño;habil
35,568;11;0;12,4;2019;5;otoño;no habil
32,976;11;1;12,15;2019;5;otoño;no habil
;11;2;11,95;2019;5;otoño;no habil
;11;3;11,6;2019;5;otoño;no habil
25,776;11;4;11,35;2019;5;otoño;no habil
26,304;11;5;11,4;2019;5;otoño;no habil
25,824;11;6;10,6;2019;5;otoño;no habil
26,928;11;7;10,3;2019;5;otoño;no habil
;11;8;10,25;2019;5;otoño;no habil
21,936;11;9;10,3;2019;5;otoño;no habil
24,576;11;10;12,15;2019;5;otoño;no habil
25,152;11;11;14,9;2019;5;otoño;no habil
27,12;11;12;16,85;2019;5;otoño;no habil
29,088;11;13;17,85;2019;5;otoño;no habil
29,376;11;14;19;2019;5;otoño;no habil
27,36;11;15;20,45;2019;5;otoño;no habil
23,568;11;16;21,15;2019;5;otoño;no habil
26,256;11;17;21,4;2019;5;otoño;no habil
26,832;11;18;21,25;2019;5;otoño;no habil
37,728;11;19;20,25;2019;5;otoño;no habil
40,416;11;20;18,9;2019;5;otoño;no habil
41,232;11;21;17,05;2019;5;otoño;no habil
;11;22;16,05;2019;5;otoño;no habil
37,536;11;23;15,8;2019;5;otoño;no habil
37,152;12;0;15,3;2019;5;otoño;no habil
30,72;12;1;15,4;2019;5;otoño;no habil
29,472;12;2;15,45;2019;5;otoño;no habil
26,592;12;3;15;2019;5;otoño;no habil
25,2;12;4;15,1;2019;5;otoño;no habil
26,352;12;5;14,05;2019;5;otoño;no habil
25,536;12;6;13,7;2019;5;otoño;no habil
26,592;12;7;13,9;2019;5;otoño;no habil
18,816;12;8;13,95;2019;5;otoño;no habil
16,368;12;9;13,9;2019;5;otoño;no habil
19,92;12;10;16,8;2019;5;otoño;no habil
25,008;12;11;19,3;2019;5;otoño;no habil
23,664;12;12;20,4;2019;5;otoño;no habil
;12;13;21,55;2019;5;otoño;no habil
24;12;14;22,8;2019;5;otoño;no habil
22,752;12;15;23,5;2019;5;otoño;no habil
20,544;12;16;24,2;2019;5;otoño;no habil
24,288;12;17;24,25;2019;5;otoño;no habil
28,32;12;18;23,6;2019;5;otoño;no habil
41,952;12;19;22,2;2019;5;otoño;no habil
41,04;12;20;20,45;2019;5;otoño;no habil
43,44;12;21;19,55;2019;5;otoño;no habil
39,168;12;22;19,2;2019;5;otoño;no habil
42,096;12;23;18,25;2019;5;otoño;no habil
35,184;13;0;16,7;2019;5;otoño;habil
31,92;13;1;16,8;2019;5;otoño;habil
28,896;13;2;16,45;2019;5;otoño;habil
26,976;13;3;14,85;2019;5;otoño;habil
25,92;13;4;13,45;2019;5;otoño;habil
28,656;13;5;13,1;2019;5;otoño;habil
;13;6;12,5;2019;5;otoño;habil
32,064;13;7;12,25;2019;5;otoño;habil
24;13;8;12,05;2019;5;otoño;habil
23,616;13;9;11,25;2019;5;otoño;habil
24,72;13;10;12,8;2019;5;otoño;habil
22,08;13;11;15,55;2019;5;otoño;habil
22,8;13;12;17,15;2019;5;otoño;habil
21,312;13;13;18,2;2019;5;otoño;habil
21,888;13;14;19,2;2019;5;otoño;habil
21,888;13;15;20;2019;5;otoño;habil
;13;16;20,35;2019;5;otoño;habil
19,776;13;17;20,6;2019;5;otoño;habil
28,08;13;18;20,3;2019;5;otoño;habil
37,92;13;19;19,4;2019;5;otoño;habil
40,08;13;20;18,3;2019;5;otoño;habil
45,312;13;21;17,45;2019;5;otoño;habil
44,208;13;22;16,7;2019;5;otoño;habil
42,576;13;23;16;2019;5;otoño;habil
39,792;14;0;14,55;2019;5;otoño;habil
32,16;14;1;14,2;2019;5;otoño;habil
27,216;14;2;13,7;2019;5;otoño;habil
26,64;14;3;13,3;2019;5;otoño;habil
26,688;14;4;13,4;2019;5;otoño;habil
;14;5;12,6;2019;5;otoño;habil
29,952;14;6;12,15;2019;5;otoño;habil
33,024;14;7;11,2;2019;5;otoño;habil
24,912;14;8;10,55;2019;5;otoño;habil
;14;9;11,1;2019;5;otoño;habil
23,952;14;10;13,7;2019;5;otoño;habil
25,92;14;11;14,55;2019;5;otoño;habil
27,264;14;12;15,75;2019;5;otoño;habil
24,336;14;13;17,3;2019;5;otoño;habil
23,52;14;14;18,45;2019;5;otoño;habil
;14;15;19,95;2019;5;otoño;habil
22,416;14;16;21,35;2019;5;otoño;habil
21,552;14;17;21,65;2019;5;otoño;habil
31,008;14;18;21,1;2019;5;otoño;habil
37,728;14;19;20,1;2019;5;otoño;habil
37,392;14;20;18,6;2019;5;otoño;habil
41,76;14;21;17,55;2019;5;otoño;habil
41,232;14;22;16,85;2019;5;otoño;habil
41,28;14;23;15,45;2019;5;otoño;habil
38,88;15;0;15,6;2019;5;otoño;habil
30,432;15;1;14,75;2019;5;otoño;habil
28,896;15;2;13,45;2019;5;otoño;habil
26,064;15;3;13,5;2019;5;otoño;habil
25,824;15;4;13,4;2019;5;otoño;habil
;15;5;14,25;2019;5;otoño;habil
30,528;15;6;13,55;2019;5;otoño;habil
34,8;15;7;13,35;2019;5;otoño;habil
26,688;15;8;11;2019;5;otoño;habil
22,656;15;9;11,5;2019;5;otoño;habil
22,848;15;10;14,05;2019;5;otoño;habil
25,104;15;11;15,8;2019;5;otoño;habil
28,752;15;12;16,95;2019;5;otoño;habil
25,728;15;13;18,55;2019;5;otoño;habil
26,784;15;14;19,75;2019;5;otoño;habil
19,872;15;15;21,05;2019;5;otoño;habil
18,048;15;16;21,85;2019;5;otoño;habil
20,208;15;17;22,05;2019;5;otoño;habil
29,04;15;18;21,55;2019;5;otoño;habil
38,832;15;19;20,45;2019;5;otoño;habil
38,784;15;20;19,05;2019;5;otoño;habil
41,136;15;21;18,15;2019;5;otoño;habil
;15;22;17,55;2019;5;otoño;habil
45,312;15;23;17,2;2019;5;otoño;habil
37,056;16;0;15,6;2019;5;otoño;habil
28,032;16;1;14,4;2019;5;otoño;habil
27,264;16;2;14;2019;5;otoño;habil
25,776;16;3;13,55;2019;5;otoño;habil
;16;4;13,35;2019;5;otoño;habil
24,192;16;5;13,1;2019;5;otoño;habil
28,848;16;6;11,75;2019;5;otoño;habil
29,616;16;7;11,05;2019;5;otoño;habil
20,592;16;8;10,9;2019;5;otoño;habil
20,976;16;9;11,05;2019;5;otoño;habil
22,944;16;10;11,95;2019;5;otoño;habil
22,176;16;11;13,45;2019;5;otoño;habil
21,504;16;12;14,65;2019;5;otoño;habil
23,76;16;13;16,05;2019;5;otoño;habil
22,272;16;14;17,4;2019;5;otoño;habil
22,224;16;15;18,65;2019;5;otoño;habil
20,832;16;16;19,15;2019;5;otoño;habil
;16;17;19,45;2019;5;otoño;habil
30,432;16;18;19,4;2019;5;otoño;habil
37,968;16;19;18,7;2019;5;otoño;habil
40,176;16;20;17,45;2019;5;otoño;habil
;16;21;16,6;2019;5;otoño;habil
44,064;16;22;16,2;2019;5;otoño;habil
;16;23;15,9;2019;5;otoño;habil
37,824;17;0;14,85;2019;5;otoño;habil
29,808;17;1;13,85;2019;5;otoño;habil
25,632;17;2;13,3;2019;5;otoño;habil
25,104;17;3;12,85;2019;5;otoño;habil
23,664;17;4;12,75;2019;5;otoño;habil
23,616;17;5;12,2;2019;5;otoño;habil
29,232;17;6;11,3;2019;5;otoño;habil
;17;7;10,7;2019;5;otoño;habil
25,152;17;8;10,4;2019;5;otoño;habil
25,584;17;9;10,85;2019;5;otoño;habil
24,336;17;10;13,95;2019;5;otoño;habil
26,064;17;11;15,85;2019;5;otoño;habil
25,104;17;12;17,2;2019;5;otoño;habil
22,8;17;13;18,1;2019;5;otoño;habil
26,592;17;14;19,45;2019;5;otoño;habil
23,52;17;15;20,35;2019;5;otoño;habil
19,92;17;16;20,45;2019;5;otoño;habil
22,56;17;17;20,3;2019;5;otoño;habil
31,152;17;18;20,1;2019;5;otoño;habil
38,448;17;19;19,2;2019;5;otoño;habil
39,888;17;20;18,25;2019;5;otoño;habil
40,752;17;21;17,4;2019;5;otoño;habil
40,944;17;22;17,75;2019;5;otoño;habil
40,8;17;23;18,15;2019;5;otoño;habil
38,4;18;0;18,1;2019;5;otoño;no habil
34,416;18;1;17,15;2019;5;otoño;no habil
29,76;18;2;15,85;2019;5;otoño;no habil
28,416;18;3;15,75;2019;5;otoño;no habil
27,504;18;4;15,65;2019;5;otoño;no habil
26,592;18;5;15,6;2019;5;otoño;no habil
26,064;18;6;15,45;2019;5;otoño;no habil
;18;7;14,45;2019;5;otoño;no habil
27,408;18;8;11,65;2019;5;otoño;no habil
25,008;18;9;10,6;2019;5;otoño;no habil
26,736;18;10;10,05;2019;5;otoño;no habil
30,048;18;11;11,1;2019;5;otoño;no habil
31,824;18;12;11,65;2019;5;otoño;no habil
31,344;18;13;12,7;2019;5;otoño;no habil
29,568;18;14;13,45;2019;5;otoño;no habil
25,248;18;15;13,85;2019;5;otoño;no habil
24,768;18;16;13,85;2019;5;otoño;no habil
25,728;18;17;13,85;2019;5;otoño;no habil
36,528;18;18;12,95;2019;5;otoño;no habil
40,416;18;19;12,7;2019;5;otoño;no habil
40,416;18;20;12,75;2019;5;otoño;no habil
42,96;18;21;12,65;2019;5;otoño;no habil
44,016;18;22;12,65;2019;5;otoño;no habil
42,528;18;23;12,3;2019;5;otoño;no habil
39,696;19;0;11,95;2019;5;otoño;no habil
33,648;19;1;11,45;2019;5;otoño;no habil
30,768;19;2;11,3;2019;5;otoño;no habil
28,608;19;3;11,5;2019;5;otoño;no habil
26,16;19;4;11,3;2019;5;otoño;no habil
24,912;19;5;10,95;2019;5;otoño;no habil
25,92;19;6;10,8;2019;5;otoño;no habil
25,632;19;7;10,95;2019;5;otoño;no habil
25,44;19;8;11,1;2019;5;otoño;no habil
19,488;19;9;11;2019;5;otoño;no habil
27,792;19;10;11,95;2019;5;otoño;no habil
29,856;19;11;13,5;2019;5;otoño;no habil
34,944;19;12;14,5;2019;5;otoño;no habil
;19;13;15,15;2019;5;otoño;no habil
25,152;19;14;15,85;2019;5;otoño;no habil
24,336;19;15;16,35;2019;5;otoño;no habil
27,6;19;16;16,75;2019;5;otoño;no habil
28,56;19;17;16,9;2019;5;otoño;no habil
38,064;19;18;16,65;2019;5;otoño;no habil
42,576;19;19;16,15;2019;5;otoño;no habil
43,968;19;20;15,4;2019;5;otoño;no habil
45,984;19;21;14,45;2019;5;otoño;no habil
42,432;19;22;13,65;2019;5;otoño;no habil
40,272;19;23;13,4;2019;5;otoño;no habil
38,064;20;0;13,4;2019;5;otoño;habil
30,672;20;1;13;2019;5;otoño;habil
28,416;20;2;12,65;2019;5;otoño;habil
28,032;20;3;12,5;2019;5;otoño;habil
25,872;20;4;12,55;2019;5;otoño;habil
27,216;20;5;12,6;2019;5;otoño;habil
30,144;20;6;12,45;2019;5;otoño;habil
30,816;20;7;12;2019;5;otoño;habil
30;20;8;11,9;2019;5;otoño;habil
23,04;20;9;11,75;2019;5;otoño;habil
24,864;20;10;12,2;2019;5;otoño;habil
27,696;20;11;12,6;2019;5;otoño;habil
30,24;20;12;13,5;2019;5;otoño;habil
30,528;20;13;14,8;2019;5;otoño;habil
25,824;20;14;15,15;2019;5;otoño;habil
25,248;20;15;15,1;2019;5;otoño;habil
21,072;20;16;13,1;2019;5;otoño;habil
26,496;20;17;11;2019;5;otoño;habil
36;20;18;9,6;2019;5;otoño;habil
40,848;20;19;8,5;2019;5;otoño;habil
42,096;20;20;8,15;2019;5;otoño;habil
42,72;20;21;8,05;2019;5;otoño;habil
48,48;20;22;7,8;2019;5;otoño;habil
45,696;20;23;7,5;2019;5;otoño;habil
42,528;21;0;6,9;2019;5;otoño;habil
31,392;21;1;5,85;2019;5;otoño;habil
27,552;21;2;5,5;2019;5;otoño;habil
26,64;21;3;5,35;2019;5;otoño;habil
27,168;21;4;5,35;2019;5;otoño;habil
27,984;21;5;5,25;2019;5;otoño;habil
34,8;21;6;5,35;2019;5;otoño;habil
34,848;21;7;4,8;2019;5;otoño;habil
30,576;21;8;4,45;2019;5;otoño;habil
26,16;21;9;4,3;2019;5;otoño;habil
26,448;21;10;4,3;2019;5;otoño;habil
27,648;21;11;4,6;2019;5;otoño;habil
27,408;21;12;5,5;2019;5;otoño;habil
28,848;21;13;6,15;2019;5;otoño;habil
33,504;21;14;6,4;2019;5;otoño;habil
34,656;21;15;6,8;2019;5;otoño;habil
27,12;21;16;6,95;2019;5;otoño;habil
26,544;21;17;6,55;2019;5;otoño;habil
40,896;21;18;6,05;2019;5;otoño;habil
44,736;21;19;5,5;2019;5;otoño;habil
48,48;21;20;5,4;2019;5;otoño;habil
54,72;21;21;5,5;2019;5;otoño;habil
55,392;21;22;5,35;2019;5;otoño;habil
52,512;21;23;5,45;2019;5;otoño;habil
49,632;22;0;5,6;2019;5;otoño;habil
38,112;22;1;5,55;2019;5;otoño;habil
33,984;22;2;5,45;2019;5;otoño;habil
32,256;22;3;5,25;2019;5;otoño;habil
31,632;22;4;5,15;2019;5;otoño;habil
34,176;22;5;5,1;2019;5;otoño;habil
38,304;22;6;5,05;2019;5;otoño;habil
40,464;22;7;4,85;2019;5;otoño;habil
34,176;22;8;4,8;2019;5;otoño;habil
;22;9;4,8;2019;5;otoño;habil
34,8;22;10;5,6;2019;5;otoño;habil
32,16;22;11;7,35;2019;5;otoño;habil
30,24;22;12;7,9;2019;5;otoño;habil
25,728;22;13;8,95;2019;5;otoño;habil
24,24;22;14;10,05;2019;5;otoño;habil
25,44;22;15;10,7;2019;5;otoño;habil
22,944;22;16;11,4;2019;5;otoño;habil
22,512;22;17;11,8;2019;5;otoño;habil
32,4;22;18;11,65;2019;5;otoño;habil
40,464;22;19;10,7;2019;5;otoño;habil
41,424;22;20;9,8;2019;5;otoño;habil
50,592;22;21;8,9;2019;5;otoño;habil
;22;22;8,5;2019;5;otoño;habil
55,296;22;23;7,6;2019;5;otoño;habil
;23;0;7,3;2019;5;otoño;habil
38,784;23;1;7;2019;5;otoño;habil
33,744;23;2;6,75;2019;5;otoño;habil
33,888;23;3;7,1;2019;5;otoño;habil
33,408;23;4;6,65;2019;5;otoño;habil
34,8;23;5;6,5;2019;5;otoño;habil
38,544;23;6;6,9;2019;5;otoño;habil
40,56;23;7;6,8;2019;5;otoño;habil
33,12;23;8;7,25;2019;5;otoño;habil
28,512;23;9;7,8;2019;5;otoño;habil
29,232;23;10;8,85;2019;5;otoño;habil
30,144;23;11;10,05;2019;5;otoño;habil
27,504;23;12;12,45;2019;5;otoño;habil
30,624;23;13;14,7;2019;5;otoño;habil
27,168;23;14;16,3;2019;5;otoño;habil
27,36;23;15;17,9;2019;5;otoño;habil
26,448;23;16;18,75;2019;5;otoño;habil
24,096;23;17;19,05;2019;5;otoño;habil
33,696;23;18;18,6;2019;5;otoño;habil
38,016;23;19;17,15;2019;5;otoño;habil
42,768;23;20;15,65;2019;5;otoño;habil
47,424;23;21;13,6;2019;5;otoño;habil
;23;22;13,1;2019;5;otoño;habil
50,16;23;23;12,35;2019;5;otoño;habil
48,576;24;0;11;2019;5;otoño;habil
36,048;24;1;11,25;2019;5;otoño;habil
34,608;24;2;9,6;2019;5;otoño;habil
32,832;24;3;9,05;2019;5;otoño;habil
;24;4;7,85;2019;5;otoño;habil
30,816;24;5;7,85;2019;5;otoño;habil
38,064;24;6;8,05;2019;5;otoño;habil
36,336;24;7;7,9;2019;5;otoño;habil
27,312;24;8;6,95;2019;5;otoño;habil
25,2;24;9;6,1;2019;5;otoño;habil
28,272;24;10;7,9;2019;5;otoño;habil
23,376;24;11;11,65;2019;5;otoño;habil
27,12;24;12;12,5;2019;5;otoño;habil
32,016;24;13;15,75;2019;5;otoño;habil
30,384;24;14;17,75;2019;5;otoño;habil
26,352;24;15;18,6;2019;5;otoño;habil
20,064;24;16;17,95;2019;5;otoño;habil
21,84;24;17;17,35;2019;5;otoño;habil
34,224;24;18;17,5;2019;5;otoño;habil
35,568;24;19;15,7;2019;5;otoño;habil
39,12;24;20;14,55;2019;5;otoño;habil
40,848;24;21;13,6;2019;5;otoño;habil
45,36;24;22;13,05;2019;5;otoño;habil
44,784;24;23;12,5;2019;5;otoño;habil
42,384;25;0;12,05;2019;5;otoño;no habil
